id,easting,northing,heading,color
738,87319,6974836,54.779300476602046,red
739,87561,6974896,54.5402375608482,red
740,87764,6974933,52.41468483798945,red
741,87930,6974965,41.71698744244024,red
742,87353,6974846,54.79317147590247,red
743,87596,6974906,54.55648923003072,red
744,87798,6974944,51.36237133112991,red
745,87962,6974979,39.35346978773452,red
746,87388,6974855,54.80782019806686,red
747,87631,6974916,54.5714556280272,red
748,87832,6974956,49.7930488617906,red
749,87994,6974994,37.235381434366666,red
750,87423,6974865,54.823006916872295,red
751,87665,6974926,54.58487855207534,red
752,87865,6974968,47.89324842957027,red
753,88025,6975009,35.57530038181538,red
754,87458,6974875,54.83845210721792,red
755,87700,6974935,54.59171345989632,red
756,87898,6974981,45.66155295419088,red
757,88056,6975025,34.25549427298426,red
758,87492,6974885,54.853857401770256,red
759,87734,6974945,54.27555141992812,red
760,87930,6974995,43.355243298146846,red
761,88087,6975041,33.29164287821949,red
762,87492,6974885,54.853857401770256,white
763,87527,6974895,54.86892622757014,red
764,87769,6974956,53.536089641950426,red
765,87962,6975009,41.35061991107277,red
766,88117,6975057,32.6106680952247,red
767,87562,6974905,54.88338284091994,red
768,87802,6974967,52.33267456542952,red
769,87993,6975023,39.539989994604085,red
770,88147,6975073,32.17014831701762,red
771,87597,6974915,54.89698868289776,red
772,87836,6974979,50.63326021303047,red
773,88024,6975038,38.00062865855693,red
774,88176,6975090,31.940248760181277,red
775,87631,6974924,54.90955523261878,red
776,87869,6974991,48.76055599460184,red
777,88055,6975053,36.80142947092635,red
778,88206,6975106,31.763866519626866,red
779,87666,6974934,54.92095282035527,red
780,87901,6975004,46.71673560766936,red
781,88086,6975069,35.84248438337061,red
782,88235,6975122,31.703695390260425,red
783,87701,6974944,54.92392334282674,red
784,87933,6975017,44.66669978459767,red
785,88116,6975085,35.12102756808104,red
786,88264,6975139,31.730400154935417,red
787,87735,6974954,54.61995900612112,red
788,87965,6975031,42.793326805217326,red
789,88146,6975101,34.60029715421364,red
790,88293,6975156,31.78023380337116,red
791,87756,6974960,54.20345240281115,white
792,87769,6974964,53.871908853595315,red
793,87997,6975046,41.15530375256877,red
794,88176,6975118,34.23811822437293,red
795,88322,6975173,31.83684377108528,red
796,87803,6974975,52.69597241705005,red
797,88028,6975061,39.762953287299815,red
798,88206,6975134,34.004288794963024,red
799,88351,6975190,31.900852963362244,red
800,87836,6974987,51.12035366007944,red
801,88060,6975076,38.59397942873458,red
802,88236,6975152,33.8865192508951,red
803,88381,6975208,31.99153416090882,red
804,87869,6975000,49.28604767757616,red
805,88091,6975093,37.652127161218694,red
806,88266,6975169,33.861965841634145,red
807,88410,6975226,32.10268322457272,red
808,87902,6975013,47.36400835678054,red
809,88122,6975110,36.92954063955685,red
810,88296,6975188,33.91349482084621,red
811,88441,6975245,32.23254672636851,red
812,87935,6975027,45.47870280304574,red
813,88153,6975128,36.408082065406084,red
814,88327,6975207,34.028476600011416,red
815,88472,6975266,32.38313706122785,red
816,87967,6975041,43.71573851189149,red
817,88185,6975146,36.06846108364565,red
818,88358,6975228,34.194230428055285,red
819,88503,6975287,32.55336855567746,red
820,87999,6975056,42.129657362300655,red
821,88216,6975165,35.87839701957487,red
822,88390,6975249,34.404368019390866,red
823,88536,6975309,32.74942345298209,red
824,88007,6975060,41.76476900733775,white
825,88031,6975073,40.750732387556546,red
826,88248,6975185,35.81291918123996,red
827,88422,6975270,34.64898565354386,red
828,88569,6975331,32.969053176871114,red
829,88063,6975089,39.59077279731951,red
830,88280,6975206,35.84810127262372,red
831,88455,6975293,34.91828695860704,red
832,88603,6975355,33.20767729513648,red
833,88095,6975107,38.647993516332065,red
834,88311,6975227,35.96172238225046,red
835,88488,6975315,35.20269340044586,red
836,88637,6975378,33.45887484574716,red
837,88127,6975125,37.91103348104254,red
838,88343,6975248,36.133681987584346,red
839,88521,6975338,35.49299633964464,red
840,88671,6975402,33.71501476584927,red
841,88158,6975144,37.36221503842014,red
842,88375,6975270,36.346201276882404,red
843,88554,6975362,35.78053543614072,red
844,88705,6975426,33.96793471546349,red
845,88190,6975163,36.98013409302176,red
846,88407,6975292,36.58386610365509,red
847,88587,6975384,36.057393868811175,red
848,88739,6975450,34.20958857789731,red
849,88222,6975183,36.74166513933626,red
850,88439,6975314,36.83357013791373,red
851,88620,6975407,36.31659773036866,red
852,88773,6975473,34.43260468215706,red
853,88253,6975203,36.62346114335083,red
854,88471,6975335,37.08440661564812,red
855,88652,6975429,36.55230345982872,red
856,88806,6975495,34.63072315095233,red
857,88249,6975200,36.63244133593027,white
858,88285,6975223,36.60302594436518,red
859,88503,6975357,37.327541383284334,red
860,88684,6975451,36.75995753311711,red
861,88839,6975517,34.7991054398189,red
862,88316,6975244,36.65943496695312,red
863,88534,6975378,37.556084649705454,red
864,88716,6975472,36.93641658093878,red
865,88871,6975538,34.93452721015906,red
866,88348,6975265,36.773776733306974,red
867,88565,6975398,37.76496698238035,red
868,88747,6975492,37.080021201224675,red
869,88902,6975558,35.03547483180758,red
870,88379,6975285,36.92938182678663,red
871,88595,6975419,37.950817263347844,red
872,88778,6975512,37.19062031195148,red
873,88932,6975577,35.1021660348407,red
874,88410,6975306,37.11189751967315,red
875,88626,6975438,38.11183585470701,red
876,88807,6975531,37.26954323099472,red
877,88962,6975595,35.136507862533875,red
878,88441,6975327,37.30925603445768,red
879,88656,6975457,38.24765409539701,red
880,88837,6975549,37.31951391124802,red
881,88991,6975613,35.14199294613723,red
882,88471,6975347,37.511573563136174,red
883,88685,6975476,38.359170871694275,red
884,88866,6975566,37.34449748247239,red
885,89019,6975630,35.12352186550708,red
886,88487,6975357,37.61206571859281,white
887,88502,6975367,37.711006886041034,red
888,88715,6975495,38.44835856876632,red
889,88894,6975584,37.349467190720645,red
890,89047,6975646,35.08713078142842,red
891,88532,6975387,37.901585581811794,red
892,88744,6975513,38.518035196189494,red
893,88922,6975601,37.34008500717637,red
894,89075,6975662,35.0396069445214,red
895,88562,6975406,38.07903089266362,red
896,88773,6975531,38.571607572714825,red
897,88951,6975617,37.32230560439872,red
898,89102,6975678,34.98799647157426,red
899,88592,6975426,38.24056746251407,red
900,88802,6975548,38.61280073731474,red
901,88979,6975634,37.30193915058678,red
902,89130,6975694,34.939047025186504,red
903,88622,6975445,38.384731295071965,red
904,88831,6975566,38.645396705213216,red
905,89007,6975651,37.284231859182974,red
906,89158,6975710,34.89866625508565,red
907,88652,6975464,38.51117603405408,red
908,88860,6975584,38.67300582010126,red
909,89036,6975668,37.27352803285727,red
910,89186,6975727,34.87148976941375,red
911,88682,6975482,38.620479473663416,red
912,88889,6975602,38.69888525680842,red
913,89065,6975686,37.27305653094306,red
914,89215,6975745,34.860626393465864,red
915,88711,6975501,38.713952428256455,red
916,88919,6975621,38.725807137206985,red
917,89095,6975704,37.284849486826005,red
918,89244,6975762,34.867596986967506,red
919,88715,6975503,38.724611257751,white
920,88741,6975520,38.79345227933408,red
921,88949,6975639,38.75597047355209,red
922,89125,6975723,37.309771520890465,red
923,89275,6975781,34.89243536760547,red
924,88770,6975538,38.86120358792237,red
925,88979,6975658,38.79094964560746,red
926,89155,6975742,37.347625643420805,red
927,89305,6975800,34.9338967347557,red
928,88800,6975557,38.91962827766131,red
929,89009,6975677,38.831674930918886,red
930,89186,6975761,37.39730512015277,red
931,89336,6975820,34.9897204471738,red
932,88830,6975576,38.97118822207864,red
933,89040,6975697,38.878443765706756,red
934,89217,6975781,37.45696988755743,red
935,89368,6975840,35.05690826675636,red
936,88860,6975595,39.018243580722206,red
937,89071,6975716,38.93096241572452,red
938,89248,6975801,37.524234197537766,red
939,89400,6975860,35.1319944298445,red
940,88890,6975614,39.062930691404645,red
941,89102,6975736,38.98841654222443,red
942,89280,6975821,37.596356809444366,red
943,89432,6975881,35.211294945850895,red
944,88920,6975633,39.10706344136912,red
945,89133,6975755,39.04956668945879,red
946,89312,6975841,37.67042681360067,red
947,89464,6975901,35.2911298343719,red
948,88943,6975647,39.14066946097691,white
949,88951,6975652,39.15206157445845,red
950,89164,6975775,39.112862383215926,red
951,89344,6975861,37.74353886757442,red
952,89497,6975922,35.368015304911644,red
953,88981,6975671,39.19890828126111,red
954,89195,6975795,39.17656692736356,red
955,89376,6975881,37.81295220351451,red
956,89529,6975942,35.43882460621488,red
957,89012,6975691,39.24813777657162,red
958,89226,6975815,39.23888449350965,red
959,89407,6975901,37.87622870805567,red
960,89561,6975962,35.50091734700671,red
961,89043,6975710,39.29985163981173,red
962,89258,6975834,39.29808152215774,red
963,89439,6975921,37.93134647117222,red
964,89593,6975982,35.55223766548882,red
965,89073,6975729,39.353760781815275,red
966,89289,6975854,39.35259554021658,red
967,89470,6975941,37.97678627498107,red
968,89624,6976001,35.59138186531197,red
969,89104,6975749,39.40924828309753,red
970,89320,6975873,39.40112590418244,red
971,89501,6975960,38.01158932914562,red
972,89656,6976021,35.61763592701317,red
973,89135,6975768,39.465447224020835,red
974,89351,6975892,39.442702476690016,red
975,89532,6975979,38.035385073057824,red
976,89686,6976039,35.63098275057074,red
977,89166,6975787,39.52132708929155,red
978,89381,6975911,39.47672969810976,red
979,89563,6975997,38.04838824745777,red
980,89717,6976058,35.63207837416625,red
981,89177,6975795,39.54197466317772,white
982,89196,6975807,39.57578236903863,red
983,89412,6975930,39.50300489997012,red
984,89593,6976016,38.05136488230617,red
985,89747,6976076,35.62219607636631,red
986,89227,6975826,39.62771750793451,red
987,89442,6975948,39.52171109002464,red
988,89623,6976034,38.04556777172109,red
989,89777,6976094,35.60313780083914,red
990,89258,6975845,39.676123246949224,red
991,89473,6975967,39.53338586776994,red
992,89653,6976052,38.03264360872216,red
993,89807,6976111,35.5771141047096,red
994,89289,6975864,39.72014051585649,red
995,89503,6975985,39.53886962056617,red
996,89683,6976069,38.01451641365396,red
997,89836,6976129,35.54659705719408,red
998,89319,6975883,39.75910924479366,red
999,89533,6976003,39.53923760269968,red
1000,89713,6976087,37.99325479865184,red
1001,89866,6976146,35.514154739816696,red
1002,89350,6975901,39.79260066631811,red
1003,89563,6976021,39.5357216092979,red
1004,89743,6976105,37.97093329669131,red
1005,89895,6976164,35.48228014962458,red
1006,89380,6975920,39.82043280091374,red
1007,89593,6976039,39.529627540971624,red
1008,89773,6976123,37.94949950148709,red
1009,89925,6976181,35.45322995509372,red
1010,89411,6975939,39.84266980293061,red
1011,89623,6976057,39.52225491240456,red
1012,89803,6976140,37.93065831336426,red
1013,89955,6976199,35.42888834185467,red
1014,89411,6975939,39.84266980293061,white
1015,89441,6975957,39.85960665768814,red
1016,89654,6976075,39.51482346006328,red
1017,89833,6976159,37.91578218677883,red
1018,89985,6976217,35.41066796861902,red
1019,89471,6975975,39.871741344289,red
1020,89684,6976094,39.50841065731106,red
1021,89863,6976177,37.90585246519739,red
1022,90015,6976235,35.39945448839902,red
1023,89502,6975994,39.87973701753608,red
1024,89714,6976112,39.503902607695444,red
1025,89893,6976195,37.90143289859837,red
1026,90045,6976253,35.39559504239127,red
1027,89532,6976012,39.884377034359375,red
1028,89745,6976131,39.50195962242661,red
1029,89924,6976214,37.90267307533462,red
1030,90076,6976272,35.398925990517206,red
1031,89563,6976031,39.886515783346944,red
1032,89776,6976149,39.50299696202451,red
1033,89955,6976232,37.909337394507595,red
1034,90107,6976291,35.40883196168668,red
1035,89593,6976049,39.88702829278404,red
1036,89806,6976168,39.50718057659836,red
1037,89986,6976251,37.92085419574256,red
1038,90138,6976310,35.42432708247989,red
1039,89624,6976068,39.886761503562305,red
1040,89837,6976187,39.51443708103259,red
1041,90017,6976270,37.93637946139189,red
1042,90169,6976329,35.444149488056716,red
1043,89643,6976079,39.88654736230877,white
1044,89654,6976086,39.88648989158125,red
1045,89868,6976206,39.52447663802697,red
1046,90048,6976290,37.95486979661057,red
1047,90201,6976348,35.46686134243116,red
1048,89685,6976105,39.8868777991516,red
1049,89899,6976225,39.53682678086967,red
1050,90079,6976309,37.9751597890702,red
1051,90232,6976368,35.49094798391721,red
1052,89716,6976124,39.88845037942977,red
1053,89930,6976244,39.550874690164044,red
1054,90110,6976328,37.996039390956796,red
1055,90264,6976387,35.51491120173352,red
1056,89746,6976142,39.89157448057254,red
1057,89961,6976263,39.56591499372046,red
1058,90142,6976347,38.01632747384688,red
1059,90295,6976406,35.537352886089955,red
1060,89777,6976161,39.89645012791551,red
1061,89992,6976282,39.5811999712686,red
1062,90173,6976366,38.034938290037005,red
1063,90326,6976426,35.55704628726697,red
1064,89808,6976180,39.90311255364072,red
1065,90023,6976301,39.5959890172687,red
1066,90204,6976385,38.050938124128685,red
1067,90358,6976445,35.572992936238364,red
1068,89839,6976199,39.91144403200533,red
1069,90054,6976320,39.609594463598285,red
1070,90235,6976404,38.0635900409168,red
1071,90389,6976464,35.58446394342677,red
1072,89870,6976218,39.9211941680448,red
1073,90085,6976338,39.621421216132916,red
1074,90266,6976423,38.07238518395492,red
1075,90420,6976483,35.591024876646436,red
1076,89877,6976222,39.92381351894014,white
1077,89900,6976236,39.9320068072107,red
1078,90116,6976357,39.63099821379309,red
1079,90297,6976442,38.077059718111684,red
1080,90451,6976501,35.592543925700305,red
1081,89931,6976255,39.943451418948165,red
1082,90147,6976376,39.63800029968073,red
1083,90328,6976460,38.077597094531576,red
1084,90481,6976520,35.58918351487433,red
1085,89962,6976274,39.95505667162729,red
1086,90177,6976394,39.64225975832146,red
1087,90358,6976479,38.074215970381715,red
1088,90512,6976538,35.5813760636761,red
1089,89993,6976293,39.96634395208087,red
1090,90208,6976413,39.643767443461336,red
1091,90389,6976497,38.06734486012605,red
1092,90542,6976557,35.569785326641096,red
1093,89997,6976295,39.96770940855133,white
